match_id,datetime,tournament,team1,team2,winner,score1_match,score2_match,t1_series_score,t2_series_score,games_played,bestOf,tier,total_maps,margin,is_bo1,swept,bo5_sweep
1015695,2024-03-21T20:25:00Z,PGL Major Copenhagen 2024,Team Vitality,The Mongolz,Team Vitality,1,0,1,0,1,1,tier1,1,1,TRUE,FALSE,FALSE
1015693,2024-03-21T21:25:00Z,PGL Major Copenhagen 2024,Virtus.pro,paiN Gaming,Virtus.pro,1,0,1,0,1,1,tier1,1,1,TRUE,FALSE,FALSE
1015694,2024-03-21T21:25:00Z,PGL Major Copenhagen 2024,Complexity,Heroic,Complexity,1,0,1,0,1,1,tier1,1,1,TRUE,FALSE,FALSE
1015691,2024-03-21T22:35:00Z,PGL Major Copenhagen 2024,Cloud9,ECSTATIC,Cloud9,1,0,1,0,1,1,tier1,1,1,TRUE,FALSE,FALSE
1015692,2024-03-21T23:00:00Z,PGL Major Copenhagen 2024,Natus Vincere,G2 Esports,Natus Vincere,1,0,1,0,1,1,tier1,1,1,TRUE,FALSE,FALSE
1015689,2024-03-21T23:25:00Z,PGL Major Copenhagen 2024,FaZe Clan,FURIA Esports,FaZe Clan,1,0,1,0,1,1,tier1,1,1,TRUE,FALSE,FALSE
1015690,2024-03-22T00:10:00Z,PGL Major Copenhagen 2024,Team Spirit,Imperial Esports,Team Spirit,1,0,1,0,1,1,tier1,1,1,TRUE,FALSE,FALSE
1011804,2024-03-22T14:00:00Z,Skyesports Masters 2024: Qualifier,VP.Prodigy,Guild Eagles,VP.Prodigy,2,0,2,0,2,3,tier2,2,2,FALSE,TRUE,FALSE
1016578,2024-03-22T15:00:00Z,PGL Major Copenhagen 2024,G2 Esports,Cloud9,Cloud9,0,1,0,1,1,1,tier1,1,1,TRUE,FALSE,FALSE
1016577,2024-03-22T15:00:00Z,PGL Major Copenhagen 2024,Heroic,Virtus.pro,Virtus.pro,0,1,0,1,1,1,tier1,1,1,TRUE,FALSE,FALSE
1016575,2024-03-22T16:05:00Z,PGL Major Copenhagen 2024,Eternal Fire,FaZe Clan,Eternal Fire,1,0,1,0,1,1,tier1,1,1,TRUE,FALSE,FALSE
1016576,2024-03-22T16:10:00Z,PGL Major Copenhagen 2024,Imperial Esports,Team Vitality,Team Vitality,0,1,0,1,1,1,tier1,1,1,TRUE,FALSE,FALSE
1012431,2024-03-22T17:00:00Z,Skyesports Masters 2024: Qualifier,FORZE,Preasy Esport,FORZE,2,0,2,0,2,3,tier2,2,2,FALSE,TRUE,FALSE
1016573,2024-03-22T17:05:00Z,PGL Major Copenhagen 2024,MOUZ,Complexity,MOUZ,2,0,2,0,2,3,tier1,2,2,FALSE,TRUE,FALSE
1016574,2024-03-22T17:10:00Z,PGL Major Copenhagen 2024,paiN Gaming,The Mongolz,paiN Gaming,2,1,2,1,3,3,tier1,3,1,FALSE,FALSE,FALSE
1016571,2024-03-22T19:30:00Z,PGL Major Copenhagen 2024,Natus Vincere,Team Spirit,Team Spirit,1,2,1,2,3,3,tier1,3,1,FALSE,FALSE,FALSE
1016572,2024-03-22T21:20:00Z,PGL Major Copenhagen 2024,ECSTATIC,FURIA Esports,ECSTATIC,2,1,2,1,3,3,tier1,3,1,FALSE,FALSE,FALSE
988040,2024-03-22T22:00:00Z,ESL Challenger League Season 47 — Europe,Sprout,Aurora Gaming,Aurora Gaming,0,2,0,2,2,3,tier2,2,2,FALSE,TRUE,FALSE
10068638,2024-03-23T14:00:00Z,Skyesports Masters 2024: Qualifier,BetBoom Team,Fnatic,BetBoom Team,2,1,2,1,3,3,tier2,3,1,FALSE,FALSE,FALSE
1019859,2024-03-23T15:00:00Z,PGL Major Copenhagen 2024,Imperial Esports,FaZe Clan,FaZe Clan,1,2,1,2,3,3,tier1,3,1,FALSE,FALSE,FALSE
1019860,2024-03-23T15:00:00Z,PGL Major Copenhagen 2024,Eternal Fire,Virtus.pro,Eternal Fire,2,1,2,1,3,3,tier1,3,1,FALSE,FALSE,FALSE
1018923,2024-03-23T17:00:00Z,Skyesports Masters 2024: Qualifier,VP.Prodigy,FORZE,FORZE,0,2,0,2,2,3,tier2,2,2,FALSE,TRUE,FALSE
1019857,2024-03-23T18:30:00Z,PGL Major Copenhagen 2024,ECSTATIC,G2 Esports,G2 Esports,1,2,1,2,3,3,tier1,3,1,FALSE,FALSE,FALSE
1019858,2024-03-23T18:30:00Z,PGL Major Copenhagen 2024,Complexity,Team Vitality,Team Vitality,1,2,1,2,3,3,tier1,3,1,FALSE,FALSE,FALSE
1019855,2024-03-23T21:45:00Z,PGL Major Copenhagen 2024,Heroic,paiN Gaming,paiN Gaming,0,2,0,2,2,3,tier1,2,2,FALSE,TRUE,FALSE
10067666,2024-03-23T22:00:00Z,ESL Challenger League Season 47 — Europe,Aurora Gaming,ALTERNATE aTTaX,Aurora Gaming,2,0,2,0,2,3,tier2,2,2,FALSE,TRUE,FALSE
1019856,2024-03-23T22:15:00Z,PGL Major Copenhagen 2024,Cloud9,Natus Vincere,Cloud9,2,1,2,1,3,3,tier1,3,1,FALSE,FALSE,FALSE
10068640,2024-03-24T14:00:00Z,Skyesports Masters 2024: Qualifier,BetBoom Team,FORZE,FORZE,2,3,2,3,5,5,tier2,5,1,FALSE,FALSE,FALSE
1023010,2024-03-24T15:00:00Z,PGL Major Copenhagen 2024,Complexity,FaZe Clan,FaZe Clan,0,2,0,2,2,3,tier1,2,2,FALSE,TRUE,FALSE
1023009,2024-03-24T16:50:00Z,PGL Major Copenhagen 2024,Virtus.pro,G2 Esports,G2 Esports,1,2,1,2,3,3,tier1,3,1,FALSE,FALSE,FALSE
1023008,2024-03-24T21:00:00Z,PGL Major Copenhagen 2024,Natus Vincere,paiN Gaming,Natus Vincere,2,0,2,0,2,3,tier1,2,2,FALSE,TRUE,FALSE
996611,2024-03-25T19:00:00Z,ESL Challenger League Season 47 — Europe,B8 Esports,FORZE,B8 Esports,2,1,2,1,3,3,tier2,3,1,FALSE,FALSE,FALSE
929390,2024-03-25T20:00:00Z,ESL Challenger League Season 47 — Europe,Rebels Gaming,Aurora Gaming,Aurora Gaming,1,2,1,2,3,3,tier2,3,1,FALSE,FALSE,FALSE
996604,2024-03-25T20:00:00Z,ESL Challenger League Season 47 — Europe,ALTERNATE aTTaX,Sprout,ALTERNATE aTTaX,2,1,2,1,3,3,tier2,3,1,FALSE,FALSE,FALSE
1030252,2024-03-26T16:00:00Z,ESL Challenger League Season 47 — Europe,Apeks,FORZE,FORZE,0,2,0,2,2,3,tier2,2,2,FALSE,TRUE,FALSE
996617,2024-03-26T22:00:00Z,ESL Challenger League Season 47 — Europe,Monte,System5,Monte,2,0,2,0,2,3,tier2,2,2,FALSE,TRUE,FALSE
10068948,2024-03-27T20:00:00Z,ESL Challenger Jonköping 2024. Open Qualifier,Heimo,ALTERNATE aTTaX,ALTERNATE aTTaX,0,1,0,1,1,1,tier1,1,1,TRUE,FALSE,FALSE
10068937,2024-03-27T20:00:00Z,ESL Challenger Jonköping 2024. Open Qualifier,Metizport,TSM,Metizport,1,0,1,0,1,1,tier1,1,1,TRUE,FALSE,FALSE
10068945,2024-03-27T20:00:00Z,ESL Challenger Jonköping 2024. Open Qualifier,BetBoom Team,brazylijski luz,BetBoom Team,1,0,1,0,1,1,tier1,1,1,TRUE,FALSE,FALSE
10068947,2024-03-27T20:00:00Z,ESL Challenger Jonköping 2024. Open Qualifier,Guild Eagles,MANGANES,Guild Eagles,1,0,1,0,1,1,tier1,1,1,TRUE,FALSE,FALSE
10068949,2024-03-27T20:00:00Z,ESL Challenger Jonköping 2024. Open Qualifier,Rebels Gaming,Passion UA,Rebels Gaming,1,0,1,0,1,1,tier1,1,1,TRUE,FALSE,FALSE
10068940,2024-03-27T20:00:00Z,ESL Challenger Jonköping 2024. Open Qualifier,Aurora Gaming,DMS,Aurora Gaming,1,0,1,0,1,1,tier1,1,1,TRUE,FALSE,FALSE
10068943,2024-03-27T20:00:00Z,ESL Challenger Jonköping 2024. Open Qualifier,Verdant,Betera,Verdant,1,0,1,0,1,1,tier1,1,1,TRUE,FALSE,FALSE
10068944,2024-03-27T20:00:00Z,ESL Challenger Jonköping 2024. Open Qualifier,Coalesce,Ninjas in Pyjamas,Ninjas in Pyjamas,0,1,0,1,1,1,tier1,1,1,TRUE,FALSE,FALSE
10068942,2024-03-27T20:00:00Z,ESL Challenger Jonköping 2024. Open Qualifier,FORZE,Team Secret,FORZE,1,0,1,0,1,1,tier1,1,1,TRUE,FALSE,FALSE
10068941,2024-03-27T20:00:00Z,ESL Challenger Jonköping 2024. Open Qualifier,Buenas Tardes,500,500,0,1,0,1,1,1,tier1,1,1,TRUE,FALSE,FALSE
10068951,2024-03-27T20:00:00Z,ESL Challenger Jonköping 2024. Open Qualifier,ECSTATIC,B8 Esports,B8 Esports,0,1,0,1,1,1,tier1,1,1,TRUE,FALSE,FALSE
10068952,2024-03-27T20:00:00Z,ESL Challenger Jonköping 2024. Open Qualifier,Bleed Esports,Team Sampi,Team Sampi,0,1,0,1,1,1,tier1,1,1,TRUE,FALSE,FALSE
10068939,2024-03-27T20:00:00Z,ESL Challenger Jonköping 2024. Open Qualifier,Team 3DMAX,AURA,AURA,0,1,0,1,1,1,tier1,1,1,TRUE,FALSE,FALSE
10068950,2024-03-27T20:00:00Z,ESL Challenger Jonköping 2024. Open Qualifier,Pera Esports,Espionage,Espionage,0,1,0,1,1,1,tier1,1,1,TRUE,FALSE,FALSE
10068938,2024-03-27T20:00:00Z,ESL Challenger Jonköping 2024. Open Qualifier,9z Team,Natus Vincere Junior,Natus Vincere Junior,0,1,0,1,1,1,tier1,1,1,TRUE,FALSE,FALSE
10068946,2024-03-27T20:00:00Z,ESL Challenger Jonköping 2024. Open Qualifier,L&G,BLESSED,BLESSED,0,1,0,1,1,1,tier1,1,1,TRUE,FALSE,FALSE
10068999,2024-03-27T21:00:00Z,ESL Challenger Jonköping 2024. Open Qualifier,B8 Esports,Team Sampi,B8 Esports,1,0,1,0,1,1,tier1,1,1,TRUE,FALSE,FALSE
10068995,2024-03-27T21:00:00Z,ESL Challenger Jonköping 2024. Open Qualifier,BetBoom Team,BLESSED,BLESSED,0,1,0,1,1,1,tier1,1,1,TRUE,FALSE,FALSE
10069000,2024-03-27T21:00:00Z,ESL Challenger Jonköping 2024. Open Qualifier,Rebels Gaming,Espionage,Rebels Gaming,1,0,1,0,1,1,tier1,1,1,TRUE,FALSE,FALSE
10068996,2024-03-27T21:00:00Z,ESL Challenger Jonköping 2024. Open Qualifier,Guild Eagles,ALTERNATE aTTaX,ALTERNATE aTTaX,0,1,0,1,1,1,tier1,1,1,TRUE,FALSE,FALSE
10069001,2024-03-27T21:00:00Z,ESL Challenger Jonköping 2024. Open Qualifier,500,FORZE,500,1,0,1,0,1,1,tier1,1,1,TRUE,FALSE,FALSE
10069002,2024-03-27T21:00:00Z,ESL Challenger Jonköping 2024. Open Qualifier,Verdant,Ninjas in Pyjamas,Ninjas in Pyjamas,0,1,0,1,1,1,tier1,1,1,TRUE,FALSE,FALSE
10068997,2024-03-27T21:30:00Z,ESL Challenger Jonköping 2024. Open Qualifier,Metizport,Natus Vincere Junior,Metizport,1,0,1,0,1,1,tier1,1,1,TRUE,FALSE,FALSE
10068998,2024-03-27T21:30:00Z,ESL Challenger Jonköping 2024. Open Qualifier,AURA,Aurora Gaming,Aurora Gaming,0,1,0,1,1,1,tier1,1,1,TRUE,FALSE,FALSE
10069003,2024-03-27T22:10:00Z,ESL Challenger Jonköping 2024. Open Qualifier,BLESSED,ALTERNATE aTTaX,BLESSED,2,0,2,0,2,3,tier1,2,2,FALSE,TRUE,FALSE
10069004,2024-03-27T22:10:00Z,ESL Challenger Jonköping 2024. Open Qualifier,Rebels Gaming,B8 Esports,B8 Esports,1,2,1,2,3,3,tier1,3,1,FALSE,FALSE,FALSE
10069005,2024-03-27T22:20:00Z,ESL Challenger Jonköping 2024. Open Qualifier,500,Ninjas in Pyjamas,Ninjas in Pyjamas,0,2,0,2,2,3,tier1,2,2,FALSE,TRUE,FALSE
1038684,2024-03-27T22:45:00Z,ESL Challenger Jonköping 2024. Open Qualifier,Metizport,Aurora Gaming,Aurora Gaming,1,2,1,2,3,3,tier1,3,1,FALSE,FALSE,FALSE
1030251,2024-03-28T17:00:00Z,ESL Challenger League Season 47 — Europe,Apeks,Team 3DMAX,Team 3DMAX,1,2,1,2,3,3,tier2,3,1,FALSE,FALSE,FALSE
10067709,2024-03-28T18:00:00Z,ESL Challenger League Season 47 — Europe,EYEBALLERS,KOI,EYEBALLERS,2,0,2,0,2,3,tier2,2,2,FALSE,TRUE,FALSE
1026923,2024-03-28T19:00:00Z,PGL Major Copenhagen 2024,Team Vitality,Cloud9,Team Vitality,2,0,2,0,2,3,tier1,2,2,FALSE,TRUE,FALSE
988042,2024-03-28T19:00:00Z,ESL Challenger League Season 47 — Europe,FORZE,Team Space,FORZE,2,1,2,1,3,3,tier2,3,1,FALSE,FALSE,FALSE
996605,2024-03-28T20:00:00Z,ESL Challenger League Season 47 — Europe,brazylijski luz,Aurora Gaming,Aurora Gaming,1,2,1,2,3,3,tier2,3,1,FALSE,FALSE,FALSE
10067667,2024-03-28T20:00:00Z,ESL Challenger League Season 47 — Europe,Rebels Gaming,Sprout,Rebels Gaming,2,1,2,1,3,3,tier2,3,1,FALSE,FALSE,FALSE
10067665,2024-03-28T20:00:00Z,ESL Challenger League Season 47 — Europe,Monte,Betera,Betera,0,2,0,2,2,3,tier2,2,2,FALSE,TRUE,FALSE
1026922,2024-03-28T22:00:00Z,PGL Major Copenhagen 2024,Team Spirit,FaZe Clan,FaZe Clan,1,2,1,2,3,3,tier1,3,1,FALSE,FALSE,FALSE
996598,2024-03-28T22:00:00Z,ESL Challenger League Season 47 — Europe,TSM,9INE,TSM,2,0,2,0,2,3,tier2,2,2,FALSE,TRUE,FALSE
1026921,2024-03-29T19:00:00Z,PGL Major Copenhagen 2024,Eternal Fire,Natus Vincere,Natus Vincere,0,2,0,2,2,3,tier1,2,2,FALSE,TRUE,FALSE
963334,2024-03-29T19:00:00Z,ESL Challenger League Season 47 — Europe,B8 Esports,Team Space,Team Space,0,2,0,2,2,3,tier2,2,2,FALSE,TRUE,FALSE
935364,2024-03-29T20:00:00Z,ESL Challenger League Season 47 — Europe,Sinners Esports,Sprout,Sinners Esports,2,0,2,0,2,3,tier2,2,2,FALSE,TRUE,FALSE
1022702,2024-03-29T22:00:00Z,ESL Challenger League Season 47 — Europe,System5,RUSH B,RUSH B,0,2,0,2,2,3,tier2,2,2,FALSE,TRUE,FALSE
1026920,2024-03-29T22:20:00Z,PGL Major Copenhagen 2024,G2 Esports,MOUZ,G2 Esports,2,0,2,0,2,3,tier1,2,2,FALSE,TRUE,FALSE
1042496,2024-03-30T19:00:00Z,PGL Major Copenhagen 2024,FaZe Clan,Team Vitality,FaZe Clan,2,1,2,1,3,3,tier1,3,1,FALSE,FALSE,FALSE
1045502,2024-03-30T22:50:00Z,PGL Major Copenhagen 2024,Natus Vincere,G2 Esports,Natus Vincere,2,1,2,1,3,3,tier1,3,1,FALSE,FALSE,FALSE
996609,2024-03-31T16:00:00Z,ESL Challenger League Season 47 — Europe,Apeks,B8 Esports,B8 Esports,0,2,0,2,2,3,tier2,2,2,FALSE,TRUE,FALSE
996614,2024-03-31T19:00:00Z,ESL Challenger League Season 47 — Europe,Monte,RUSH B,RUSH B,0,2,0,2,2,3,tier2,2,2,FALSE,TRUE,FALSE
10068980,2024-03-31T19:15:00Z,PGL Major Copenhagen 2024,ECSTATIC,Team Denmark,Team Denmark,0,1,0,1,1,1,tier1,1,1,TRUE,FALSE,FALSE
1048414,2024-03-31T21:00:00Z,PGL Major Copenhagen 2024,FaZe Clan,Natus Vincere,Natus Vincere,1,2,1,2,3,3,tier1,3,1,FALSE,FALSE,FALSE
10069081,2024-04-01T12:30:00Z,Thunderpick World Championship 2024 - Qualifiers Europe #1,Nemiga Gaming,Zero Tenacity,Nemiga Gaming,2,0,2,0,2,3,tier1,2,2,FALSE,TRUE,FALSE
10069053,2024-04-01T13:00:00Z,YaLLa Compass Spring 2024,Nexus Gaming,Sashi Esport,Nexus Gaming,2,1,2,1,3,3,tier2,3,1,FALSE,FALSE,FALSE
10069082,2024-04-01T15:30:00Z,Thunderpick World Championship 2024 - Qualifiers Europe #1,GamerLegion,GUN5,GamerLegion,2,1,2,1,3,3,tier1,3,1,FALSE,FALSE,FALSE
10069054,2024-04-01T16:00:00Z,YaLLa Compass Spring 2024,ENTERPRISE esports,Bleed Esports,ENTERPRISE esports,2,0,2,0,2,3,tier2,2,2,FALSE,TRUE,FALSE
10069086,2024-04-01T18:30:00Z,Thunderpick World Championship 2024 - Qualifiers Europe #1,LEON,Lazer Cats,LEON,2,1,2,1,3,3,tier1,3,1,FALSE,FALSE,FALSE
996616,2024-04-01T19:00:00Z,ESL Challenger League Season 47 — Europe,RUSH B,Pera Esports,Pera Esports,1,2,1,2,3,3,tier2,3,1,FALSE,FALSE,FALSE
10069055,2024-04-01T19:00:00Z,YaLLa Compass Spring 2024,PARIVISION,Metizport,PARIVISION,2,0,2,0,2,3,tier2,2,2,FALSE,TRUE,FALSE
996601,2024-04-01T21:00:00Z,ESL Challenger League Season 47 — Europe,Aurora Gaming,Sinners Esports,Sinners Esports,1,2,1,2,3,3,tier2,3,1,FALSE,FALSE,FALSE
10069076,2024-04-01T21:30:00Z,Thunderpick World Championship 2024 - Qualifiers Europe #1,Guild Eagles,500,Guild Eagles,2,0,2,0,2,3,tier1,2,2,FALSE,TRUE,FALSE
1024294,2024-04-02T11:30:00Z,ESL Challenger Jonköping 2024. Closed Qualifier,ATOX Esports,Lynn Vision Gaming,Lynn Vision Gaming,0,2,0,2,2,3,tier1,2,2,FALSE,TRUE,FALSE
10069047,2024-04-02T11:30:00Z,ESL Challenger Jonköping 2024. Closed Qualifier,The Mongolz,LYG Gaming,LYG Gaming,1,2,1,2,3,3,tier1,3,1,FALSE,FALSE,FALSE
10069075,2024-04-02T12:30:00Z,Thunderpick World Championship 2024 - Qualifiers Europe #1,AMKAL Esports,ALTERNATE aTTaX,AMKAL Esports,2,0,2,0,2,3,tier1,2,2,FALSE,TRUE,FALSE
1050860,2024-04-02T13:00:00Z,YaLLa Compass Spring 2024,Guild Eagles,500,500,0,2,0,2,2,3,tier2,2,2,FALSE,TRUE,FALSE
10069050,2024-04-02T15:30:00Z,ESL Challenger Jonköping 2024. Closed Qualifier,The Mongolz,ATOX Esports,The Mongolz,2,0,2,0,2,3,tier1,2,2,FALSE,TRUE,FALSE
1056786,2024-04-02T15:30:00Z,ESL Challenger Jonköping 2024. Closed Qualifier,LYG Gaming,Lynn Vision Gaming,Lynn Vision Gaming,0,2,0,2,2,3,tier1,2,2,FALSE,TRUE,FALSE
10069093,2024-04-02T16:00:00Z,BetBoom Dacha CS2 Belgrade 2024: Qualifier Europe,Insilio,PARIVISION,Insilio,1,0,1,0,1,1,tier1,1,1,TRUE,FALSE,FALSE
1050859,2024-04-02T16:00:00Z,YaLLa Compass Spring 2024,Team 3DMAX,Permitta Esports,Team 3DMAX,2,0,2,0,2,3,tier2,2,2,FALSE,TRUE,FALSE
1041669,2024-04-02T16:30:00Z,ESL Challenger Jonköping 2024. Closed Qualifier,Aurora Gaming,Metizport,Aurora Gaming,2,0,2,0,2,3,tier1,2,2,FALSE,TRUE,FALSE
1041668,2024-04-02T16:30:00Z,ESL Challenger Jonköping 2024. Closed Qualifier,Monte,Ninjas in Pyjamas,Ninjas in Pyjamas,1,2,1,2,3,3,tier1,3,1,FALSE,FALSE,FALSE
1041667,2024-04-02T16:30:00Z,ESL Challenger Jonköping 2024. Closed Qualifier,BLESSED,GamerLegion,BLESSED,2,1,2,1,3,3,tier1,3,1,FALSE,FALSE,FALSE
1041670,2024-04-02T16:30:00Z,ESL Challenger Jonköping 2024. Closed Qualifier,Apeks,B8 Esports,Apeks,2,0,2,0,2,3,tier1,2,2,FALSE,TRUE,FALSE
10069094,2024-04-02T17:00:00Z,BetBoom Dacha CS2 Belgrade 2024: Qualifier Europe,AMKAL Esports,Guild Eagles,Guild Eagles,0,1,0,1,1,1,tier1,1,1,TRUE,FALSE,FALSE
10069095,2024-04-02T18:15:00Z,BetBoom Dacha CS2 Belgrade 2024: Qualifier Europe,PARIVISION,AMKAL Esports,AMKAL Esports,0,2,0,2,2,3,tier1,2,2,FALSE,TRUE,FALSE
1038333,2024-04-02T18:30:00Z,Thunderpick World Championship 2024 - Qualifiers Europe #1,Bleed Esports,Passion UA,Bleed Esports,2,1,2,1,3,3,tier1,3,1,FALSE,FALSE,FALSE
996599,2024-04-02T20:00:00Z,ESL Challenger League Season 47 — Europe,9Pandas,Sangal Esports,9Pandas,2,1,2,1,3,3,tier2,3,1,FALSE,FALSE,FALSE
1057896,2024-04-02T20:30:00Z,ESL Challenger Jonköping 2024. Closed Qualifier,B8 Esports,Metizport,Metizport,0,2,0,2,2,3,tier1,2,2,FALSE,TRUE,FALSE
1057897,2024-04-02T20:30:00Z,ESL Challenger Jonköping 2024. Closed Qualifier,Apeks,Aurora Gaming,Aurora Gaming,0,2,0,2,2,3,tier1,2,2,FALSE,TRUE,FALSE
1058170,2024-04-02T20:45:00Z,ESL Challenger Jonköping 2024. Closed Qualifier,Monte,GamerLegion,Monte,2,1,2,1,3,3,tier1,3,1,FALSE,FALSE,FALSE
1058171,2024-04-02T20:45:00Z,ESL Challenger Jonköping 2024. Closed Qualifier,Ninjas in Pyjamas,BLESSED,Ninjas in Pyjamas,2,0,2,0,2,3,tier1,2,2,FALSE,TRUE,FALSE
1057598,2024-04-02T21:00:00Z,BetBoom Dacha CS2 Belgrade 2024: Qualifier Europe,Insilio,Guild Eagles,Insilio,2,1,2,1,3,3,tier1,3,1,FALSE,FALSE,FALSE
10067692,2024-04-02T21:00:00Z,ESL Challenger League Season 47 — Europe,KOI,TSM,KOI,2,0,2,0,2,3,tier2,2,2,FALSE,TRUE,FALSE
1024299,2024-04-02T22:30:00Z,ESL Challenger Jonköping 2024. Closed Qualifier,MIBR,Sharks Esports,MIBR,2,1,2,1,3,3,tier1,3,1,FALSE,FALSE,FALSE
1024298,2024-04-02T22:30:00Z,ESL Challenger Jonköping 2024. Closed Qualifier,BESTIA,Fluxo,Fluxo,0,2,0,2,2,3,tier1,2,2,FALSE,TRUE,FALSE
1024297,2024-04-03T00:30:00Z,ESL Challenger Jonköping 2024. Closed Qualifier,BOSS,Take Flyte,BOSS,2,0,2,0,2,3,tier1,2,2,FALSE,TRUE,FALSE
1024296,2024-04-03T00:30:00Z,ESL Challenger Jonköping 2024. Closed Qualifier,Party Astronauts,Nouns Esports,Nouns Esports,1,2,1,2,3,3,tier1,3,1,FALSE,FALSE,FALSE
10069044,2024-04-03T02:30:00Z,ESL Challenger Jonköping 2024. Closed Qualifier,MIBR,Fluxo,MIBR,2,0,2,0,2,3,tier1,2,2,FALSE,TRUE,FALSE
10069043,2024-04-03T02:30:00Z,ESL Challenger Jonköping 2024. Closed Qualifier,Sharks Esports,BESTIA,BESTIA,0,2,0,2,2,3,tier1,2,2,FALSE,TRUE,FALSE
10069037,2024-04-03T04:30:00Z,ESL Challenger Jonköping 2024. Closed Qualifier,Take Flyte,Party Astronauts,Party Astronauts,0,2,0,2,2,3,tier1,2,2,FALSE,TRUE,FALSE
10069038,2024-04-03T04:30:00Z,ESL Challenger Jonköping 2024. Closed Qualifier,BOSS,Nouns Esports,Nouns Esports,0,2,0,2,2,3,tier1,2,2,FALSE,TRUE,FALSE
10069051,2024-04-03T11:30:00Z,ESL Challenger Jonköping 2024. Closed Qualifier,LYG Gaming,The Mongolz,The Mongolz,0,2,0,2,2,3,tier1,2,2,FALSE,TRUE,FALSE
1038335,2024-04-03T12:30:00Z,Thunderpick World Championship 2024 - Qualifiers Europe #1,Ninjas in Pyjamas,Team Sampi,Team Sampi,1,2,1,2,3,3,tier1,3,1,FALSE,FALSE,FALSE
996606,2024-04-03T13:00:00Z,ESL Challenger League Season 47 — Europe,Rebels Gaming,Sinners Esports,Sinners Esports,0,2,0,2,2,3,tier2,2,2,FALSE,TRUE,FALSE
10069058,2024-04-03T14:00:00Z,YaLLa Compass Spring 2024,AMKAL Esports,Alliance,AMKAL Esports,2,1,2,1,3,3,tier2,3,1,FALSE,FALSE,FALSE
1038338,2024-04-03T15:30:00Z,Thunderpick World Championship 2024 - Qualifiers Europe #1,BIG,EYEBALLERS,BIG,2,0,2,0,2,3,tier1,2,2,FALSE,TRUE,FALSE
1063038,2024-04-03T15:30:00Z,ESL Challenger Jonköping 2024. Closed Qualifier,Lynn Vision Gaming,The Mongolz,The Mongolz,0,2,0,2,2,3,tier1,2,2,FALSE,TRUE,FALSE
963330,2024-04-03T16:00:00Z,ESL Challenger League Season 47 — Europe,9Pandas,9INE,9Pandas,2,0,2,0,2,3,tier2,2,2,FALSE,TRUE,FALSE
1059257,2024-04-03T16:30:00Z,ESL Challenger Jonköping 2024. Closed Qualifier,Apeks,Monte,Monte,0,2,0,2,2,3,tier1,2,2,FALSE,TRUE,FALSE
1058984,2024-04-03T16:30:00Z,ESL Challenger Jonköping 2024. Closed Qualifier,BLESSED,Metizport,Metizport,1,2,1,2,3,3,tier1,3,1,FALSE,FALSE,FALSE
1059240,2024-04-03T17:00:00Z,BetBoom Dacha CS2 Belgrade 2024: Qualifier Europe,Guild Eagles,AMKAL Esports,AMKAL Esports,1,2,1,2,3,3,tier1,3,1,FALSE,FALSE,FALSE
996612,2024-04-03T17:00:00Z,ESL Challenger League Season 47 — Europe,SAW,Pera Esports,SAW,2,1,2,1,3,3,tier2,3,1,FALSE,FALSE,FALSE
996608,2024-04-03T17:00:00Z,ESL Challenger League Season 47 — Europe,Team Space,PARIVISION,PARIVISION,0,2,0,2,2,3,tier2,2,2,FALSE,TRUE,FALSE
1038347,2024-04-03T18:30:00Z,Thunderpick World Championship 2024 - Qualifiers Europe #1,ENTERPRISE esports,Permitta Esports,ENTERPRISE esports,2,0,2,0,2,3,tier1,2,2,FALSE,TRUE,FALSE
1050005,2024-04-03T20:00:00Z,ESL Challenger League Season 47 — Europe,9Pandas,EYEBALLERS,9Pandas,2,0,2,0,2,3,tier2,2,2,FALSE,TRUE,FALSE
1064605,2024-04-03T20:30:00Z,ESL Challenger Jonköping 2024. Closed Qualifier,Metizport,Monte,Metizport,2,1,2,1,3,3,tier1,3,1,FALSE,FALSE,FALSE
1058983,2024-04-03T20:30:00Z,ESL Challenger Jonköping 2024. Closed Qualifier,Aurora Gaming,Ninjas in Pyjamas,Aurora Gaming,2,0,2,0,2,3,tier1,2,2,FALSE,TRUE,FALSE
10067699,2024-04-03T21:00:00Z,ESL Challenger League Season 47 — Europe,Betera,System5,Betera,2,0,2,0,2,3,tier2,2,2,FALSE,TRUE,FALSE
940693,2024-04-03T21:00:00Z,ESL Challenger League Season 47 — Europe,Team 3DMAX,FORZE,Team 3DMAX,2,0,2,0,2,3,tier2,2,2,FALSE,TRUE,FALSE
10067715,2024-04-03T21:00:00Z,ESL Challenger League Season 47 — Europe,KOI,9INE,KOI,2,0,2,0,2,3,tier2,2,2,FALSE,TRUE,FALSE
10069098,2024-04-03T21:30:00Z,BetBoom Dacha CS2 Belgrade 2024: Qualifier Europe,Insilio,AMKAL Esports,AMKAL Esports,0,2,0,2,2,3,tier1,2,2,FALSE,TRUE,FALSE
1038339,2024-04-03T21:30:00Z,Thunderpick World Championship 2024 - Qualifiers Europe #1,PARIVISION,MOUZ NXT,MOUZ NXT,0,2,0,2,2,3,tier1,2,2,FALSE,TRUE,FALSE
